sigma,spectral_ari,kmeans_ari
0.0,1.0,0.24681327170771342
0.08,1.0,0.2396066839597032
0.16,0.6219877156040436,0.2220555712975502
0.24,0.29233138079965765,0.2396073444926247
0.32,0.3810375592712301,0.2504583867897737
0.4,2.6495152145882115e-05,0.25782184181947093
