dataset,family,graph,n_neighbors,repeat,alpha,sigma,gamma,graph_seconds,affinity_bytes,nnz_affinity,accuracy,ari,nmi,purity,eigensolver_seconds,post_kmeans_seconds,total_seconds,embedding_distortion,error
digits_all,digits,knn_rbf,24.0,3,0.7,3.4485969237737812,0.042042170719549944,0.029136624999999583,722464,59606,0.780189204229271,0.7172630706545227,0.7993354656084644,0.8024485253199778,0.05516962500000133,0.20345895800000235,0.28776520800000327,90.31521273203906,
digits_all,digits,knn_rbf,24.0,4,0.7,3.4485969237737812,0.042042170719549944,0.022952042000000006,722464,59606,0.780189204229271,0.7174759925088112,0.7997061159124093,0.8024485253199778,0.04944841700000069,0.056548167000002536,0.12894862600000323,90.3113961733691,
digits_all,digits,knn_rbf,32.0,0,0.7,3.595271916560724,0.03868178614252919,0.02453529200000304,956416,79102,0.775180856983862,0.7119811022464907,0.7978658062258904,0.7974401780745687,0.048300707999999304,0.062277125000001377,0.13511312500000372,99.06763944137705,
digits_all,digits,knn_rbf,32.0,1,0.7,3.595271916560724,0.03868178614252919,0.024088708000000736,956416,79102,0.775180856983862,0.7119811022464907,0.7978658062258904,0.7974401780745687,0.043519041999999786,0.06869854199999992,0.13630629200000044,99.06763944137705,
digits_all,digits,knn_rbf,32.0,2,0.7,3.595271916560724,0.03868178614252919,0.03236829200000102,956416,79102,0.775180856983862,0.7119811022464907,0.7978658062258903,0.7974401780745687,0.042271833999997455,0.11821033300000039,0.19285045899999886,99.06763944137704,
digits_all,digits,knn_rbf,32.0,3,0.7,3.595271916560724,0.03868178614252919,0.02925270800000135,956416,79102,0.775180856983862,0.7119811022464907,0.7978658062258903,0.7974401780745687,0.04454545800000176,0.11488416600000306,0.18868233200000617,99.06763944137704,
digits_all,digits,knn_rbf,32.0,4,0.7,3.595271916560724,0.03868178614252919,0.03566504100000145,956416,79102,0.775180856983862,0.7119811022464907,0.7978658062258904,0.7974401780745687,0.05205125000000521,0.11675937500000089,0.20447566600000755,99.06763944137705,
digits_all,digits,knn_rbf,48.0,0,0.7,3.822590321271219,0.034217989811250675,0.03854420799999758,1414024,117236,0.766833611574847,0.6903967611422388,0.7802750040286265,0.7902058987200891,0.0476420829999995,0.09995574999999945,0.18614204099999654,110.5872846885834,
digits_all,digits,knn_rbf,48.0,1,0.7,3.822590321271219,0.034217989811250675,0.03878762499999766,1414024,117236,0.770172509738453,0.6973369905905091,0.7838000892333442,0.7935447968836951,0.04758729200000289,0.1402797499999977,0.22665466699999826,110.56054079724952,
digits_all,digits,knn_rbf,48.0,2,0.7,3.822590321271219,0.034217989811250675,0.03240762499999761,1414024,117236,0.770172509738453,0.6973369905905091,0.7838000892333442,0.7935447968836951,0.04476879100000275,0.12850062500000092,0.20567704100000128,110.56054079724952,
digits_all,digits,knn_rbf,48.0,3,0.7,3.822590321271219,0.034217989811250675,0.037505791999997484,1414024,117236,0.7690595436839176,0.6969284896650401,0.7836195241995921,0.7924318308291597,0.04944141700000415,0.15145187499999935,0.23839908400000098,110.56361022313055,
digits_all,digits,knn_rbf,48.0,4,0.7,3.822590321271219,0.034217989811250675,0.036281333000005134,1414024,117236,0.7679465776293823,0.6927598769189868,0.7812111801414241,0.7913188647746243,0.04843570799999952,0.12036112499999518,0.20507816599999984,110.57893764363139,
two_moons,synthetic,dense_rbf_reference,,0,0.7,0.8079807862786698,0.7658927130402284,0.0056399169999963306,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.06640212500000331,0.027666666999998313,0.09970870899999795,46.35065738015795,
two_moons,synthetic,dense_rbf_reference,,1,0.7,0.8079807862786698,0.7658927130402284,0.00813929200000274,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.0686981250000045,0.0931451249999995,0.16998254200000673,46.35065738015795,
two_moons,synthetic,dense_rbf_reference,,2,0.7,0.8079807862786698,0.7658927130402284,0.006568207999997355,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.06717266700000124,0.11264975000000277,0.18639062500000136,46.35065738015795,
two_moons,synthetic,dense_rbf_reference,,3,0.7,0.8079807862786698,0.7658927130402284,0.005600125000000844,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.06616587500000293,0.09944266600000162,0.1712086660000054,46.35065738015795,
two_moons,synthetic,dense_rbf_reference,,4,0.7,0.8079807862786698,0.7658927130402284,0.009158207999995227,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.07243233399999838,0.08263562500000177,0.16422616699999537,46.35065738015795,
two_moons,synthetic,knn_rbf,2.0,0,0.7,0.02721744769728221,674.9556082652889,0.002477792000000534,18276,1356,,,,,,,,,"ARPACK error -1: No convergence (5001 iterations, 0/2 eigenvectors converged)"
two_moons,synthetic,knn_rbf,2.0,1,0.7,0.02721744769728221,674.9556082652889,0.0019040000000032364,18276,1356,,,,,,,,,"ARPACK error -1: No convergence (5001 iterations, 0/2 eigenvectors converged)"
two_moons,synthetic,knn_rbf,2.0,2,0.7,0.02721744769728221,674.9556082652889,0.0019344999999972856,18276,1356,,,,,,,,,"ARPACK error -1: No convergence (5001 iterations, 0/2 eigenvectors converged)"
two_moons,synthetic,knn_rbf,2.0,3,0.7,0.02721744769728221,674.9556082652889,0.0018878750000013156,18276,1356,,,,,,,,,"ARPACK error -1: No convergence (5001 iterations, 0/2 eigenvectors converged)"
two_moons,synthetic,knn_rbf,2.0,4,0.7,0.02721744769728221,674.9556082652889,0.0018777920000019321,18276,1356,,,,,,,,,"ARPACK error -1: No convergence (5001 iterations, 0/2 eigenvectors converged)"
two_moons,synthetic,knn_rbf,3.0,0,0.7,0.03136712402033919,508.1835493850267,0.0013834589999959235,25452,1954,0.74,0.22893795510743833,0.18963977351842243,0.74,1.1053058339999993,0.006506207999997571,1.1131955009999928,4.759843892795577,
two_moons,synthetic,knn_rbf,3.0,1,0.7,0.03136712402033919,508.1835493850267,0.0014752500000057012,25452,1954,0.74,0.22893795510743833,0.18963977351842243,0.74,1.1426476669999985,0.007109417000002338,1.1512323340000066,4.759843892795577,
two_moons,synthetic,knn_rbf,3.0,2,0.7,0.03136712402033919,508.1835493850267,0.0015519580000002975,25452,1954,0.74,0.22893795510743833,0.18963977351842243,0.74,1.1045217090000037,0.00663662499999873,1.1127102920000027,4.759843892795577,
two_moons,synthetic,knn_rbf,3.0,3,0.7,0.03136712402033919,508.1835493850267,0.0013843750000006594,25452,1954,0.74,0.22893795510743833,0.18963977351842243,0.74,1.1386145000000027,0.0071624999999997385,1.1471613750000031,4.759843892795577,
two_moons,synthetic,knn_rbf,3.0,4,0.7,0.03136712402033919,508.1835493850267,0.0014010410000011575,25452,1954,0.74,0.22893795510743833,0.18963977351842243,0.74,1.1034758329999974,0.00689837499999868,1.1117752489999972,4.759843892795577,
