dataset,family,graph,alpha,base_distance,sigma,gamma,n_neighbors,graph_seconds,affinity_bytes,nnz_affinity,accuracy,ari,nmi,purity,eigensolver_seconds,post_kmeans_seconds,total_seconds,embedding_distortion,error
iris,real,knn_rbf,0.5,0.5469757567515252,0.2734878783757626,6.684883453742933,12.0,0.0005385839999973996,28636,2336,0.6866666666666666,0.5621364251426576,0.7130987813117573,0.6866666666666666,0.001968625000003499,0.00291508300000487,0.005422292000005768,0.02022519930252857,
iris,real,knn_rbf,0.7,0.5469757567515252,0.38288302972606764,3.410654823338231,12.0,0.0005274999999969054,28636,2336,0.8733333333333333,0.6956362463515929,0.7709004737914571,0.8733333333333333,0.0012988340000035237,0.003911209000001747,0.0057375430000021765,5.123552042115161,
iris,real,knn_rbf,0.7071067811865475,0.5469757567515252,0.38677026674364695,3.3424417268714675,12.0,0.0005842919999992091,28636,2336,0.88,0.7073626391173137,0.7771535104605841,0.88,0.0013256659999996145,0.003336500000003184,0.005246458000002008,5.540594270262878,
iris,real,knn_rbf,1.0,0.5469757567515252,0.5469757567515252,1.6712208634357333,12.0,0.0005177500000002055,28636,2336,0.8333333333333334,0.6201351808870379,0.659486892724918,0.8333333333333334,0.001018541999997069,0.003817916999999227,0.0053542089999965015,12.180617227913148,
iris,real,knn_rbf,1.4,0.5469757567515252,0.7657660594521353,0.8526637058345578,12.0,0.0005534579999988409,28636,2336,0.8266666666666667,0.6100728505285608,0.6525582020084985,0.8266666666666667,0.0009072089999975219,0.003383749999997576,0.004844416999993939,11.574513456175682,
iris,real,knn_rbf,2.0,0.5469757567515252,1.0939515135030504,0.4178052158589333,12.0,0.0005902079999984267,28636,2336,0.8266666666666667,0.6100728505285608,0.6525582020084985,0.8266666666666667,0.0009401670000031004,0.0031176669999979367,0.004648041999999464,13.014244951789172,
iris,real,knn_rbf,3.0,0.5469757567515252,1.6409272702545756,0.18569120704841482,12.0,0.0012674170000011031,28636,2336,0.82,0.6006861021484542,0.6467113936056553,0.82,0.0008924999999990746,0.004845209000002626,0.007005126000002804,15.208248638801914,
iris,real,knn_rbf,5.0,0.5469757567515252,2.734878783757626,0.06684883453742933,12.0,0.0005311669999983337,28636,2336,0.8133333333333334,0.5801379164100954,0.6166224199890987,0.8133333333333334,0.0009829170000017484,0.003565209000001346,0.005079293000001428,16.438948198469856,
two_moons,synthetic,dense_rbf,0.1,1.1542582661123855,0.11542582661123856,37.52874293897118,,0.0034052080000037677,2000000,249500,1.0,1.0,1.0,1.0,0.03609166700000088,0.017039916999998184,0.05653679200000283,0.562346459403704,
two_moons,synthetic,dense_rbf,0.2,1.1542582661123855,0.2308516532224771,9.382185734742794,,0.0035371669999975097,2000000,249500,0.922,0.7117632603127806,0.6232536240823136,0.922,0.02944308299999676,0.1386955830000005,0.17167583299999478,45.10652730499021,
two_moons,synthetic,dense_rbf,0.35,1.1542582661123855,0.4039903931393349,3.0635708521609137,,0.006003874999997549,2000000,249500,0.812,0.3881501619147762,0.30287697311312367,0.812,0.03312445899999972,0.02745004199999812,0.06657837599999539,46.619207858710254,
two_moons,synthetic,dense_rbf,0.5,1.1542582661123855,0.5771291330561927,1.5011497175588475,,0.005795584000004794,2000000,249500,0.78,0.31222168674698797,0.23983249703803525,0.78,0.030686582999997825,0.04424483399999701,0.08072700099999963,44.80777611955854,
two_moons,synthetic,dense_rbf,0.7,1.1542582661123855,0.8079807862786698,0.7658927130402284,,0.00579641699999911,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.04402370800000455,0.12037416599999773,0.17019429100000139,46.35065738015795,
two_moons,synthetic,dense_rbf,0.7071067811865475,1.1542582661123855,0.8161838472086942,0.750574858779424,,0.0035216670000011163,2000000,249500,0.764,0.2773366109520323,0.21187988589453186,0.764,0.04037500000000449,0.05262629199999935,0.09652295900000496,46.43435456882679,
two_moons,synthetic,dense_rbf,1.0,1.1542582661123855,1.1542582661123855,0.3752874293897119,,0.006211374999999464,2000000,249500,0.744,0.23661416867469878,0.17934987080228953,0.744,0.029595166999996536,0.036419042000005675,0.07222558400000167,48.68696790028131,
two_moons,synthetic,dense_rbf,1.4,1.1542582661123855,1.6159615725573395,0.1914731782600571,,0.0047542920000012145,2000000,249500,0.738,0.22502296465789673,0.17025493592226687,0.738,0.04249945799999466,0.06837804199999908,0.11563179199999496,49.65593205185061,
two_moons,synthetic,dense_rbf,2.0,1.1542582661123855,2.308516532224771,0.09382185734742797,,0.003305416999999977,2000000,249500,0.738,0.22502296465789673,0.17025493592226687,0.738,0.027895791999995367,0.16212041700000412,0.19332162599999947,49.75714717675047,
two_moons,synthetic,dense_rbf,3.0,1.1542582661123855,3.4627747983371564,0.041698603265523534,,0.005681041999999081,2000000,249500,0.734,0.21745600137818433,0.16437152750140568,0.734,0.03824841699999837,0.08908125000000666,0.1330107090000041,49.564478343914175,
two_moons,synthetic,dense_rbf,5.0,1.1542582661123855,5.771291330561928,0.015011497175588471,,0.003243459000003668,2000000,249500,0.73,0.2100168928508629,0.15853937642080979,0.73,0.02692695900000075,0.03203358299999337,0.06220400099999779,49.37937557658276,
two_moons,synthetic,knn_rbf,0.1,0.08807835121027044,0.008807835121027044,6445.129558689536,12.0,0.0011995420000019408,88812,7234,0.612,0.048268722891566265,0.03650325783442188,0.612,2.5026920419999996,0.029398834000005536,2.533290418000007,229.0939551555854,
two_moons,synthetic,knn_rbf,0.2,0.08807835121027044,0.01761567024205409,1611.282389672384,12.0,0.0016147079999981884,88812,7234,0.998,0.9919999681285151,0.981182940453905,0.998,2.6434762089999992,0.05964995800000139,2.704740874999999,1.0488809696960244,
two_moons,synthetic,knn_rbf,0.35,0.08807835121027044,0.030827422923594652,526.1330251991459,12.0,0.000897000000001924,88812,7234,1.0,1.0,1.0,1.0,0.256410166000002,0.007028625000003785,0.2643357910000077,3.38750069597586e-23,
two_moons,synthetic,knn_rbf,0.5,0.08807835121027044,0.04403917560513522,257.8051823475815,12.0,0.0009464170000015315,88812,7234,1.0,1.0,1.0,1.0,0.07946412499999411,0.005861791999997479,0.08627233399999312,1.103152756166146e-11,
two_moons,synthetic,knn_rbf,0.7,0.08807835121027044,0.061654845847189305,131.53325629978647,12.0,0.0010888329999971802,88812,7234,1.0,1.0,1.0,1.0,0.02444583300000147,0.0049177920000005315,0.030452457999999183,3.148830499599343e-05,
two_moons,synthetic,knn_rbf,0.7071067811865475,0.08807835121027044,0.06228079941651258,128.90259117379074,12.0,0.0008935000000036553,88812,7234,1.0,1.0,1.0,1.0,0.027011000000001673,0.008933042000002445,0.03683754200000777,4.265072611386296e-05,
two_moons,synthetic,knn_rbf,1.0,0.08807835121027044,0.08807835121027044,64.45129558689537,12.0,0.0009020410000033507,88812,7234,1.0,1.0,1.0,1.0,0.014010667000000865,0.009194250000000181,0.024106958000004397,0.060808939061606566,
two_moons,synthetic,knn_rbf,1.4,0.08807835121027044,0.12330969169437861,32.88331407494662,12.0,0.0013401659999985327,88812,7234,1.0,1.0,1.0,1.0,0.009405999999998471,0.0047959169999955975,0.015542082999992601,1.540905854735167,
two_moons,synthetic,knn_rbf,2.0,0.08807835121027044,0.17615670242054088,16.112823896723842,12.0,0.0009021669999995652,88812,7234,1.0,1.0,1.0,1.0,0.00872104199999768,0.006447208000004423,0.01607041700000167,6.562324605376149,
two_moons,synthetic,knn_rbf,3.0,0.08807835121027044,0.26423505363081135,7.161255065210595,12.0,0.0008036669999995638,88812,7234,1.0,1.0,1.0,1.0,0.012102333999997938,0.007920417000001123,0.020826417999998625,12.306716929091452,
two_moons,synthetic,knn_rbf,5.0,0.08807835121027044,0.44039175605135217,2.578051823475815,12.0,0.0009086660000008351,88812,7234,0.998,0.9919999681285151,0.981182940453905,0.998,0.009209875000003365,0.0070104999999998086,0.01712904100000401,16.076578872920955,
circles,synthetic,dense_rbf,0.1,0.9436701718754148,0.09436701718754148,56.147386863461406,,0.004421542000002887,2000000,249500,1.0,1.0,1.0,1.0,0.041150000000001796,0.04049775000000011,0.0860692920000048,0.002341467094166255,
circles,synthetic,dense_rbf,0.2,0.9436701718754148,0.18873403437508296,14.036846715865352,,0.003120666000000938,2000000,249500,0.552,0.008845099404719297,0.007899878650865675,0.552,0.035390749999997695,0.13689208299999933,0.17540349899999796,64.20484569929896,
circles,synthetic,dense_rbf,0.35,0.9436701718754148,0.3302845601563952,4.583460152119299,,0.003080249999996454,2000000,249500,0.516,-0.0009818472633770585,0.0007388503580911319,0.516,0.04568862499999682,0.08725100000000197,0.13601987499999524,43.92069711031321,
circles,synthetic,dense_rbf,0.5,0.9436701718754148,0.4718350859377074,2.2458954745384565,,0.003347333000000674,2000000,249500,0.512,-0.0014303607104973054,0.00041568090668777947,0.512,0.05170245799999407,0.027657374999996875,0.08270716599999162,44.809550433715785,
circles,synthetic,dense_rbf,0.7,0.9436701718754148,0.6605691203127904,1.1458650380298248,,0.004925124999999753,2000000,249500,0.508,-0.0017513893331547845,0.00018468893066122505,0.508,0.03324145799999911,0.06425566700000473,0.1024222500000036,45.61084047815922,
circles,synthetic,dense_rbf,0.7071067811865475,0.9436701718754148,0.6672755777365805,1.1229477372692285,,0.004475042000002816,2000000,249500,0.508,-0.0017513893331547845,0.00018468893066122505,0.508,0.027480165999996586,0.027656541999995454,0.059611749999994856,45.62829638930762,
circles,synthetic,dense_rbf,1.0,0.9436701718754148,0.9436701718754148,0.5614738686346141,,0.003376666999997724,2000000,249500,0.514,-0.0012208816121060564,0.0005662145814271223,0.514,0.0439265409999976,0.1745016659999976,0.22180487399999294,45.905393039817255,
circles,synthetic,dense_rbf,1.4,0.9436701718754148,1.3211382406255807,0.2864662595074562,,0.0031943749999996385,2000000,249500,0.512,-0.0014303607104973054,0.00041568090668777947,0.512,0.06138899999999836,0.04929225000000059,0.11387562499999859,45.58456809742409,
circles,synthetic,dense_rbf,2.0,0.9436701718754148,1.8873403437508296,0.14036846715865353,,0.00536420799999604,2000000,249500,0.512,-0.0014303607104973054,0.00041568090668777947,0.512,0.03536024999999654,0.08552333400000123,0.1262477919999938,45.27099067157316,
circles,synthetic,dense_rbf,3.0,0.9436701718754148,2.8310105156262444,0.06238598540384601,,0.0033125420000033046,2000000,249500,0.514,-0.0012221683213007263,0.0005657212714559232,0.514,0.04413408300000299,0.0716906669999986,0.11913729200000489,45.063303986210414,
circles,synthetic,dense_rbf,5.0,0.9436701718754148,4.7183508593770735,0.02245895474538457,,0.0035612499999970737,2000000,249500,0.512,-0.0014303607104973054,0.00041568090668777947,0.512,0.030470749999999214,0.03118145799999894,0.06521345799999523,44.94903449656215,
circles,synthetic,knn_rbf,0.1,0.0954888112162893,0.009548881121628931,5483.590697971923,14.0,0.001143667000000903,96492,7874,0.85,0.48904959538526316,0.47028718960785415,0.85,2.6128294170000004,0.01946854100000195,2.6334416250000032,119.21964504753706,
circles,synthetic,knn_rbf,0.2,0.0954888112162893,0.019097762243257863,1370.8976744929807,14.0,0.0017527919999977826,96492,7874,1.0,1.0,1.0,1.0,2.7062289170000042,0.022433583000001533,2.7304152920000035,2.600006707174961e-14,
circles,synthetic,knn_rbf,0.35,0.0954888112162893,0.03342108392570125,447.64005697730005,14.0,0.0011064170000025797,96492,7874,1.0,1.0,1.0,1.0,0.4075040829999992,0.00832166700000414,0.4169321670000059,9.59087737576936e-23,
circles,synthetic,knn_rbf,0.5,0.0954888112162893,0.04774440560814465,219.343627918877,14.0,0.0009170829999973762,96492,7874,1.0,1.0,1.0,1.0,0.06409287500000005,0.006339207999999985,0.07134916599999741,2.119130970509435e-24,
circles,synthetic,knn_rbf,0.7,0.0954888112162893,0.0668421678514025,111.91001424432501,14.0,0.001476249999996071,96492,7874,1.0,1.0,1.0,1.0,0.022004417000005105,0.006188958000002742,0.02966962500000392,4.86650896288127e-25,
circles,synthetic,knn_rbf,0.7071067811865475,0.0954888112162893,0.06752078593848021,109.67181395943851,14.0,0.0009612919999995029,96492,7874,1.0,1.0,1.0,1.0,0.02231787499999882,0.005771833000004278,0.029051000000002603,2.4899562471565262e-25,
circles,synthetic,knn_rbf,1.0,0.0954888112162893,0.0954888112162893,54.83590697971925,14.0,0.000909583000002101,96492,7874,1.0,1.0,1.0,1.0,0.017209083000004455,0.00656500000000193,0.024683666000008486,9.048123649320209e-26,
circles,synthetic,knn_rbf,1.4,0.0954888112162893,0.133684335702805,27.977503561081253,14.0,0.000938500000003728,96492,7874,1.0,1.0,1.0,1.0,0.009624000000002297,0.006327124999998546,0.01688962500000457,2.4540316447922778e-26,
circles,synthetic,knn_rbf,2.0,0.0954888112162893,0.1909776224325786,13.708976744929812,14.0,0.0009435840000051599,96492,7874,1.0,1.0,1.0,1.0,0.009747875000002182,0.0059187499999993065,0.016610209000006648,5.521442394587944e-26,
circles,synthetic,knn_rbf,3.0,0.0954888112162893,0.2864664336488679,6.092878553302137,14.0,0.0018594160000020565,96492,7874,1.0,1.0,1.0,1.0,0.013749208000000124,0.006489958999999601,0.02209858300000178,6.258547206634455e-27,
circles,synthetic,knn_rbf,5.0,0.0954888112162893,0.47744405608144647,2.19343627918877,14.0,0.0009627499999993461,96492,7874,1.0,1.0,1.0,1.0,0.010316709000001367,0.005874208000001602,0.017153667000002315,7.307436734406333e-26,
blobs,synthetic,dense_rbf,0.1,5.38274331515321,0.538274331515321,1.725689528431603,,0.0063939170000040235,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.03541429199999868,0.07216416600000031,0.11397237500000301,0.3278773603991165,
blobs,synthetic,dense_rbf,0.2,5.38274331515321,1.076548663030642,0.43142238210790074,,0.008258458000000246,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.06253937500000006,0.0348496659999995,0.10564749899999981,1.2223640196315315,
blobs,synthetic,dense_rbf,0.35,5.38274331515321,1.8839601603036233,0.14087261456584518,,0.004606750000000659,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.0706740000000039,0.044772166000001334,0.1200529160000059,5.95867186351723,
blobs,synthetic,dense_rbf,0.5,5.38274331515321,2.691371657576605,0.06902758113726414,,0.004957457999999804,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.12314608300000174,0.03802962500000007,0.1661331660000016,13.064573488729978,
blobs,synthetic,dense_rbf,0.7,5.38274331515321,3.7679203206072467,0.035218153641461296,,0.004893125000002385,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.05110437500000131,0.08417550000000062,0.14017300000000432,20.31786869612622,
blobs,synthetic,dense_rbf,0.7071067811865475,5.38274331515321,3.8061742995313916,0.034513790568632075,,0.0057628750000020545,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.10694649999999939,0.030992083999997533,0.14370145899999898,20.51441596010934,
blobs,synthetic,dense_rbf,1.0,5.38274331515321,5.38274331515321,0.017256895284316034,,0.004792584000000488,2880000,359400,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.05759462500000012,0.023088207999997223,0.08547541699999783,26.690455118287986,
blobs,synthetic,dense_rbf,1.4,5.38274331515321,7.535840641214493,0.008804538410365324,,0.004679832999997302,2880000,359400,0.99,0.9702541752408238,0.9532120099434446,0.99,0.04756079199999874,0.11741058299999452,0.16965120799999056,31.364885165196394,
blobs,synthetic,dense_rbf,2.0,5.38274331515321,10.76548663030642,0.0043142238210790084,,0.005131125000005454,2880000,359400,0.99,0.9702541752408238,0.9532120099434446,0.99,0.05477941700000599,0.07394066700000224,0.13385120900001368,34.478822232317384,
blobs,synthetic,dense_rbf,3.0,5.38274331515321,16.14822994545963,0.001917432809368448,,0.0056391250000018545,2880000,359400,0.99,0.9702541752408238,0.9532120099434446,0.99,0.1313805000000059,0.03815724999999759,0.17517687500000534,36.467693702004595,
blobs,synthetic,dense_rbf,5.0,5.38274331515321,26.91371657576605,0.0006902758113726413,,0.007843792000002736,2880000,359400,0.99,0.9702541752408238,0.9532120099434446,0.99,0.051561665999997786,0.03497133300000144,0.09437679100000196,37.57575553161234,
blobs,synthetic,knn_rbf,0.1,0.319058163082892,0.031905816308289196,491.1682476002084,12.0,0.002088000000000534,107356,8746,0.625,0.36549350111823264,0.3639468818776881,0.625,2.7541602090000055,0.049683749999999804,2.805931959000006,137.81566006986975,
blobs,synthetic,knn_rbf,0.2,0.319058163082892,0.06381163261657839,122.7920619000521,12.0,0.002157999999994331,109540,8928,0.9783333333333334,0.9358283515813507,0.8952507604709944,0.9783333333333334,2.967981457999997,0.03145079100001169,3.001590249000003,31.164326337274574,
blobs,synthetic,knn_rbf,0.35,0.319058163082892,0.11167035707901218,40.09536715103743,12.0,0.001624708000008468,109540,8928,0.995,0.9850377307840942,0.9734455422717697,0.995,3.0115244579999967,0.032852625000003854,3.046001791000009,0.08552688660125479,
blobs,synthetic,knn_rbf,0.5,0.319058163082892,0.159529081541446,19.646729904008335,12.0,0.001037542000005942,109540,8928,0.9966666666666667,0.9900168347249766,0.9829929733076637,0.9966666666666667,0.6972964999999931,0.01029450000000054,0.7086285419999996,0.003957499422669827,
blobs,synthetic,knn_rbf,0.7,0.319058163082892,0.22334071415802437,10.023841787759357,12.0,0.0016084580000068627,109540,8928,0.9966666666666667,0.9900168347249766,0.9829929733076637,0.9966666666666667,0.013387624999992909,0.016465332999999305,0.031461415999999076,0.0686302201507319,
blobs,synthetic,knn_rbf,0.7071067811865475,0.319058163082892,0.22560819070883628,9.82336495200417,12.0,0.0015145409999917092,109540,8928,0.9966666666666667,0.9900168347249766,0.9829929733076637,0.9966666666666667,0.012392417000000933,0.013199583000002235,0.027106540999994877,0.07284667961711327,
blobs,synthetic,knn_rbf,1.0,0.319058163082892,0.319058163082892,4.911682476002084,12.0,0.0016995830000041678,109540,8928,0.9966666666666667,0.9900168347249766,0.9829929733076637,0.9966666666666667,0.0068889169999977184,0.010856042000000343,0.01944454200000223,0.3196490109615166,
blobs,synthetic,knn_rbf,1.4,0.319058163082892,0.44668142831604873,2.5059604469398393,12.0,0.0011091669999956366,109540,8928,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.0051459579999999505,0.009839208000002486,0.016094332999998073,0.5378104428799619,
blobs,synthetic,knn_rbf,2.0,0.319058163082892,0.638116326165784,1.227920619000521,12.0,0.001122875000007184,109540,8928,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.0045279169999901114,0.010623540999986858,0.016274332999984154,0.4417354237018334,
blobs,synthetic,knn_rbf,3.0,0.319058163082892,0.957174489248676,0.5457424973335648,12.0,0.0014156670000033955,109540,8928,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.00438933299999178,0.01220612499999163,0.018011124999986805,0.7376662883490593,
blobs,synthetic,knn_rbf,5.0,0.319058163082892,1.5952908154144598,0.19646729904008337,12.0,0.0011150830000019596,109540,8928,0.9983333333333333,0.9949958125176231,0.990445010867515,0.9983333333333333,0.0043077500000094915,0.010299541999998496,0.015722375000009947,1.2104128157832792,
