n,graph_seconds,eigensolver_seconds,post_kmeans_seconds
150,15.56625730957763,30.905806479226396,53.52793621119435
300,8.781920362971968,67.87035653517232,23.347723101855394
600,2.319279877349479,91.78487345158133,5.895846671069119
900,2.127376733543013,94.61218974128049,3.260433525176435
